LTE,312,720,1008,5002498,-1,-86.9786,31.0915,3447,50,1,1550916011,1741645142,0
LTE,312,720,3002,9762563,-1,-84.1725,33.6474,15136,99,1,1627693328,1717956901,0
LTE,312,250,13416,100728346,0,-111.7327,34.9046,3623,8,1,1633361731,1742533925,0
LTE,312,250,43519,165713408,0,-89.6619,45.0065,6153,102,1,1636977637,1718501838,0
LTE,312,720,3005,9748225,-1,-84.2407,33.6161,5081,75,1,1659195895,1717956858,0
LTE,312,250,13105,199314961,0,-115.1822,35.955,3513,28,1,1662580429,1718084950,0
LTE,312,290,102,282626,-1,-110.9661,40.1992,1628,50,1,1664617695,1759978803,0
LTE,312,290,102,282625,-1,-110.9478,40.1966,3808,50,1,1664617755,1759978803,0
LTE,312,250,20438,50558483,-1,-77.225,38.9774,2783,50,1,1665927710,1731331641,0
LTE,312,250,15170,201330434,0,-118.9182,34.1864,4512,21,1,1667781704,1722673816,0
LTE,312,720,3005,10181123,-1,-84.6597,33.6285,6957,104,1,1667582465,1723674215,0
LTE,312,250,20438,50365187,-1,-77.2059,39.0087,2076,37,1,1677920825,1762210922,0
LTE,312,720,3001,10021633,-1,-84.4169,33.6351,3184,104,1,1685460980,1723674185,0
LTE,312,720,3001,10068483,-1,-84.4281,33.6468,1487,104,1,1686347214,1717956859,0
LTE,312,720,3005,10038785,-1,-84.494,33.6465,2991,122,1,1688972917,1723674185,0
LTE,312,130,9,343297,-1,-82.7706,37.902,1574,50,1,1695546504,1756758363,0
LTE,312,130,9,311299,-1,-82.7585,37.9124,2503,36,1,1695546624,1756758424,0
LTE,312,130,9,308502,-1,-82.6707,37.9789,4158,33,1,1695547234,1752372606,0
LTE,312,130,9,308482,-1,-82.6613,37.9975,1000,24,1,1695563584,1752372606,0
LTE,312,130,9,350721,-1,-82.6702,37.9771,1359,50,1,1695563654,1752372606,0
LTE,312,250,20438,50558491,-1,-77.4686,39.1189,14694,43,1,1700743065,1722046087,0
LTE,312,130,9,317441,-1,-82.8219,37.8515,1035,21,1,1707128475,1755217265,0
LTE,312,250,16290,197235481,-1,-118.3019,34.1219,1000,20,1,1699724820,1718085024,0
LTE,312,130,9,350722,-1,-82.6726,37.9475,1086,21,1,1714763967,1750705622,0
LTE,312,680,52992,170420118,-1,-123.8807,40.2742,1000,3,1,1716928801,1717942771,0
LTE,312,720,3005,10152193,-1,-84.265,33.6317,1000,11,1,1717650293,1717956858,0
LTE,312,250,13105,199314971,-1,-115.1836,35.9457,1000,6,1,1676218358,1718084950,0
LTE,312,250,16301,89812029,-1,-118.3032,34.1238,1000,3,1,1677434059,1718085024,0
LTE,312,250,16185,50977421,-1,-118.3028,34.123,1000,2,1,1677434422,1718085024,0
