LTE,313,100,27194,133732887,0,-97.4368,32.8843,1010,4,1,1549846354,1746454382,0
LTE,313,100,1792,23429391,0,-71.4229,43.4707,26304,24,1,1554668854,1759129141,0
LTE,313,100,27194,133553046,0,-97.3682,32.884,7183,2,1,1573274471,1747924621,0
LTE,313,100,27194,133553112,0,-97.4455,32.8866,1000,10,1,1606074324,1746537061,0
LTE,313,100,29454,138251479,0,-98.4054,29.4053,1000,2,1,1643345386,1743429601,0
LTE,313,280,48280,122951681,-1,-89.6656,46.012,10463,28,1,1659312744,1755328445,0
NR,313,340,42499,1732825138,-1,-79.1282,38.3121,13420,2,1,1686904423,1754187381,0
NR,313,340,44299,1806344450,-1,-75.9467,39.1938,4128,29,1,1693744393,1733637805,0
NR,313,340,63295,2584584324,-1,-81.6987,26.5752,1410,27,1,1695288814,1755106506,0
NR,313,340,63295,2584584431,-1,-81.6017,26.6194,6712,22,1,1695289104,1762726747,0
NR,313,340,63295,2584584242,-1,-81.6894,26.6172,2009,6,1,1695289119,1762044130,0
NR,313,340,63295,2584584556,-1,-81.7368,26.6024,4198,50,1,1695289699,1762584675,0
NR,313,340,63295,2584584555,-1,-81.722,26.6206,2994,40,1,1695289712,1762584675,0
NR,313,340,63295,2584584557,-1,-81.7897,26.6294,3966,45,1,1695289935,1762044134,0
NR,313,340,63295,2584584724,-1,-81.8046,26.6298,3268,49,1,1695289966,1762044134,0
NR,313,340,63295,2584580543,-1,-81.8551,26.5532,1944,27,1,1695290012,1755106504,0
NR,313,340,63295,2584584787,-1,-81.8001,26.6373,3585,21,1,1695290409,1762044131,0
NR,313,340,42299,1724539020,-1,-77.6422,37.4152,1000,21,1,1695405998,1762049144,0
NR,313,340,44499,1814577768,-1,-77.0996,38.7341,2194,45,1,1695986372,1759617632,0
NR,313,340,44499,1814577747,-1,-77.0856,38.7512,1133,29,1,1695986612,1743960607,0
NR,313,340,44499,1814577599,-1,-77.0807,38.6686,8347,46,1,1696086960,1740099965,0
NR,313,340,44499,1814577774,-1,-77.0927,38.7377,1283,32,1,1696141672,1759617631,0
NR,313,340,44494,1814544560,-1,-76.6825,39.2677,3003,35,1,1698254355,1762570929,0
NR,313,340,44497,1814602030,-1,-77.1887,38.7955,1180,50,1,1698317317,1762895528,0
NR,313,340,44497,1814602197,-1,-77.1832,38.7652,3007,34,1,1698317751,1759617628,0
NR,313,340,44499,1814577748,-1,-77.0858,38.7593,2079,50,1,1698317761,1754773808,0
NR,313,340,44497,1814602029,-1,-77.1629,38.792,1748,50,1,1698317771,1762895528,0
NR,313,340,44497,1814602009,-1,-77.1307,38.7974,1693,24,1,1698317791,1762049181,0
NR,313,340,44499,1814577788,-1,-77.1513,38.761,2460,38,1,1698317881,1761160983,0
NR,313,340,44497,1814601988,-1,-77.1453,38.7779,2622,50,1,1698317951,1761160983,0
NR,313,340,44497,1814601986,-1,-77.1335,38.7848,1192,118,1,1698318031,1724619544,0
NR,313,340,44497,1814601967,-1,-77.1184,38.7873,880,25,1,1698318791,1761160983,0
NR,313,340,44497,1814601966,-1,-77.0775,38.7886,1000,24,1,1698318821,1762895529,0
NR,313,340,44497,1814601820,-1,-77.0834,38.8048,3927,23,1,1698319151,1762895529,0
NR,313,340,44499,1814577790,-1,-77.1778,38.7295,4293,27,1,1698422385,1759617629,0
NR,313,340,44499,1814577832,-1,-77.2165,38.7131,1856,50,1,1698424494,1731346506,0
NR,313,340,44499,1814577789,-1,-77.1287,38.7248,2834,46,1,1698424764,1759617630,0
NR,313,340,44499,1814577767,-1,-77.0846,38.7524,2291,35,1,1698425584,1759617633,0
NR,313,340,44497,1814602050,-1,-77.148,38.7966,1709,26,1,1698429625,1761160983,0
NR,313,340,44497,1814601778,-1,-77.0344,38.7812,4280,112,1,1698429785,1724976122,0
NR,313,340,44496,1814573673,-1,-77.0867,38.8149,3849,24,1,1698429795,1762570921,0
NR,313,340,44499,1814577746,-1,-77.0794,38.7919,2462,22,1,1698429825,1759617633,0
NR,313,340,44497,1814601903,-1,-77.1057,38.8251,3038,25,1,1698429855,1760314935,0
